,probab
11368,"A

0.8"
11369,"A

0.25"
11370,"E

0.4"
11371,"E

0.95"
11372,"C

0.2"
11373,"E

0.8"
11374,"E

0.9"
11375,"C

0.9"
11376,"B

0.4"
11377,"A

0.8"
11378,"A

0.8"
11379,"C

0.9"
11380,"C

0.2"
11381,"D

0.85"
11382,"B

0.9"
11383,"C
0.2"
11384,"E

0.8"
11385,"C

0.8"
11386,"B

0.2"
11387,"D

0.4"
11388,"E

0.8"
11389,"E

0.8"
11390,"B

0.9"
11391,"C

0.9"
11392,"A

0.2"
11393,"C

0.05"
11394,"E, 0.8"
11395,"B

0.8"
11396,"C

0.85"
11397,"E

0.8"
11398,"A

0.8"
11399,"E

0.8"
11400,"D

0.9"
11401,"D
0.8"
11402,"C

0.8"
11403,"B

0.8"
11404,"D

0.9"
11405,"E

0.7"
11406,"B

0.8"
11407,"B

0.8"
11408,"A

0.4"
11409,"A

0.9"
11410,"A

0.8"
11411,"A

0.9"
11412,"A

0.95"
11413,"B

0.8"
11414,"D

0.7"
11415,"A

0.8"
11416,"A

0.9"
11417,"A

0.95"
11418,"C

0.95"
11419,"E

0.9"
11420,"E

0.8"
11421,"D
0.95"
11422,"B

0.8"
11423,"B

0.8"
11424,"B

0.9"
11425,"B

0.7"
11426,"C
0.7"
11427,"E

0.9"
11428,"E

0.8"
11429,"B

0.8"
11430,"A

0.8"
11431,"A

0.8"
11432,"B

0.9"
11433,"A

0.8"
11434,"E

0.9"
11435,"D

0.85"
11436,"E

0.9"
11437,"E

0.8"
11438,"A

0.9"
11439,"C

0.8"
11440,"D
0.8"
11441,"B

0.9"
11442,"A

0.95"
11443,"A

0.05"
11444,"E

0.9"
11445,"D
0.8"
11446,"B

0.4"
11447,"E

0.8"
11448,"B

0.9"
11449,"E, 0.9"
11450,"C

0.2"
11451,"C

0.7"
11452,"C
0.85"
11453,"E

0.8"
11454,"E

0.8"
11455,"C

0.4"
11456,"E

0.9"
11457,"E

0.8"
11458,"C

0.8"
11459,"A

0.8"
11460,"E

0.9"
11461,"C

0.9"
11462,"A

0.9"
11463,"A

0.8"
11464,"B

0.9"
11465,"B

0.8"
11466,"D

0.9"
11467,"C

0.8"
11468,"C

0.9"
11469,"A

0.9"
11470,"C

0.8"
11471,"E

0.8"
11472,"B

0.7"
11473,"B

0.7

('B', 0.7)"
11474,"A

0.8"
11475,"A

0.8"
11476,"B

0.4"
11477,"E

0.8"
11478,"D

0.5"
11479,"A

0.8"
11480,"C

0.8"
11481,"A

0.8"
11482,"E

0.8"
11483,"D

0.8"
11484,"A

0.85"
11485,"A

0.7"
11486,"C

0.4"
11487,"D

0.9"
11488,"C

0.8"
11489,"C

0.9"
11490,"B

0.7"
11491,"B

0.85"
11492,"B

0.85"
11493,"B

0.8"
11494,"B

0.7"
11495,"A

0.9"
11496,"B

0.95"
11497,"A

0.9"
11498,"E, 0.9"
11499,"D

0.9"
11500,"B

0.9"
11501,"C

0.8"
11502,"B

0.9"
11503,"C

0.7"
11504,"C
0.000"
11505,"A

0.8"
11506,"A

Probability: 0.8"
11507,"D

0.8"
11508,"A

0.8"
11509,"C

0.9"
11510,"B

0.9"
11511,"C

0.8"
11512,"C

0.8"
11513,"D
0.9"
11514,"E

0.9"
11515,"B

0.8"
11516,"C

0.8"
11517,"A

0.9"
11518,"C

0.8"
11519,"E

0.8"
11520,"A

0.8"
11521,"B

0.85"
11522,"D

0.8"
11523,"B

0.2"
11524,"D

0.8"
11525,"B

0.9"
11526,"B

0.9"
11527,"C

0.2"
11528,"C

0.8"
11529,"A

0.4"
11530,"C

0.8"
11531,"C

0.8"
11532,"E

0.8"
11533,"D

0.8"
11534,"A

0.8"
11535,"E

0.9"
11536,"C

0.8"
11537,"C

0.2"
11538,"A

0.95"
11539,"C

0.8"
11540,"E

0.8"
11541,"B

0.8"
11542,"C

0.5"
11543,"A
0.95"
11544,"D

0.9"
11545,"C

0.95"
11546,"B

0.8"
11547,"C
0.9"
11548,"A

0.8"
11549,"B

0.8"
11550,"E

0.8"
11551,"A

0.9"
11552,"D

0.8"
11553,"B

0.9"
11554,"A

0.9"
11555,"B

0.75"
11556,"B

0.7"
11557,"B

0.4"
11558,"E

0.9"
11559,"C

0.9"
11560,"C

0.8"
11561,"E

0.9"
11562,"C

0.8"
11563,"B

0.8"
11564,"C

0.8"
11565,"D

0.9"
11566,"C

0.8"
11567,"A

0.95"
11568,"E

0.8"
11569,"C
0.8"
11570,"A

0.8"
11571,"C
0.9"
11572,"C

0.9"
11573,"C

0.5"
11574,"A

0.8"
11575,"C

0.8"
11576,"B

0.8"
11577,"E

0.8"
11578,"B

0.8"
11579,"E, 0.8"
11580,"B
0.8"
11581,"C

0.7"
11582,"A

0.01"
11583,"D

0.95"
11584,"A

0.85"
11585,"B

0.7"
11586,"D

0.9"
11587,"C

0.9"
11588,"D

0.9"
11589,"C

0.05"
11590,"B

0.2"
11591,"A

0.8"
11592,"D

0.9"
11593,"C
0.8"
11594,"A

0.7"
11595,"B

0.9"
11596,"E

0.95"
11597,"E

0.8"
11598,"B

0.8"
11599,"B

0.95"
11600,"E

0.5"
11601,"B

0.7"
11602,"E

0.85"
11603,"C

0.8"
11604,"D

0.9"
11605,"A

0.2"
11606,"D

0.85"
11607,"A

0.8"
11608,"A
0.2"
11609,"A

0.05"
11610,"C

0.75"
11611,"C

0.9"
11612,"D
0.8"
11613,"D

0.7"
11614,"C

0.8"
11615,"D

0.8"
11616,"A

0.9"
11617,"A

0.8"
11618,"A

0.7"
11619,"C

0.8"
11620,"E

0.8"
11621,"B

0.8"
11622,"A

0.9"
11623,"B

0.2"
11624,"A
0.2"
11625,"C

0.9"
11626,"D

0.85"
11627,"C

0.2"
11628,"A

0.8"
11629,"B

0.9"
11630,"A

0.75"
11631,"C

0.6"
11632,"E

0.2"
11633,"E

0.9"
11634,"E

0.85"
11635,"C

0.9"
11636,"D

0.8"
11637,"E

0.9"
11638,"E

0.85"
11639,"B

0.8"
11640,"E

0.9"
11641,"C

0.7"
11642,"A

0.9"
11643,"E

0.85"
11644,"D

0.9"
11645,"C

0.7"
11646,"C

0.5"
11647,"A

0.00005"
11648,"C
0.8"
11649,"A

0.9"
11650,"A

0.8"
11651,"B

0.8"
11652,"E

0.8"
11653,"B

0.2"
11654,"B

0.9"
11655,"B

0.8"
11656,"A

0.2"
11657,"A

0.9"
11658,"B

0.8"
11659,"B

0.9"
11660,"C

0.8"
11661,"C
0.7"
11662,"A

0.8"
11663,"E

0.9"
11664,"C

0.8"
11665,"C

0.9"
11666,"D

0.8"
11667,"E

0.8"
11668,"C

0.9"
11669,"C

0.8"
11670,"E

0.85"
11671,"D
0.8"
11672,"E

0.8"
11673,"C
0.9"
11674,"D

0.8"
11675,"C

0.25"
11676,"E

0.9"
11677,"B

0.2"
11678,"B

0.2"
11679,"D

0.85"
11680,"E

0.9"
11681,"C

0.8"
11682,"E

0.8"
11683,"D

0.9"
11684,"B

0.95"
11685,"E

0.8"
11686,"D

0.9"
11687,"D

Probability: 0.8"
11688,"C

0.7"
11689,"B

0.8"
11690,"A

0.9"
11691,"A

0.8"
11692,"B

0.8"
11693,"B, 0.8"
11694,"C

0.9"
11695,"A

0.9"
11696,"C

0.75"
11697,"E

0.8"
11698,"A

0.7"
11699,"C

0.05"
11700,"C

0.7"
11701,"C
0.8"
11702,"C

0.4"
11703,"B

0.9"
11704,"B

0.8"
11705,"D

0.9"
11706,"C

0.9"
11707,"C

0.85"
11708,"E

0.9"
11709,"B

0.8"
11710,"C

0.8"
11711,"A

0.5"
11712,"E

0.9"
11713,"D

0.7"
11714,"C

0.8"
11715,"E

0.9"
11716,"A

0.8"
11717,"B

0.8"
11718,"C

0.8"
11719,"A

0.8"
11720,"C

0.9"
11721,"C

0.2"
11722,"C

0.85"
11723,"B

0.8"
11724,"C

0.8"
11725,"D
0.7"
11726,"A

0.95"
11727,"A

0.9"
11728,"D

0.9"
11729,"D

0.95"
11730,"A

0.95"
11731,"A

0.8"
11732,"B

0.8"
11733,"E

0.9"
11734,"C

0.8"
11735,"C

0.8"
11736,"E

0.9"
11737,"E

0.75"
11738,"A

0.8"
11739,"A

0.85"
11740,"B

0.8"
11741,"E

0.8"
11742,"D

0.4"
11743,"D

0.8"
11744,"C

0.8"
11745,E: 0.8
11746,"A

0.8"
11747,E: 0.9
11748,"E

0.8"
11749,"C

0.7"
11750,"A

0.85"
11751,"A

0.8"
11752,"B

0.8"
11753,"C

0.8"
11754,"E

0.8"
11755,"C

0.8"
11756,"A

0.9"
11757,"E

0.85"
11758,"E

0.8"
11759,"C

0.2"
11760,"C

0.4"
11761,"E

0.8"
11762,"D

0.95"
11763,"A

Probability: 0.9"
11764,"B

0.9"
11765,"D

0.9"
11766,"E

0.8"
11767,"B, 0.9"
11768,"D

0.95"
11769,"C

0.9"
11770,"C

0.8"
11771,"C
0.8"
11772,"D

0.8"
11773,"D

0.9"
11774,"E

0.05"
11775,"A

0.8"
11776,"A

0.8"
11777,"B, 0.85"
11778,"C

0.8"
11779,"C

0.8"
11780,"E

0.8"
11781,"A

0.9"
11782,"C

0.99"
11783,"E

0.8"
11784,"B

0.8"
11785,"E, 0.8"
11786,"B

0.8"
11787,"D

0.8"
11788,"E

0.8"
11789,"C

0.95"
11790,"D

0.95"
11791,"D

0.85"
11792,"E

0.9"
11793,"C

0.9"
11794,"C

0.9"
11795,"A
0.85"
11796,"C

0.2"
11797,"A

Probability: 0.5"
11798,"A

0.95"
11799,"B

0.8"
11800,"D

0.8"
11801,"A

0.8"
11802,"D

0.8"
11803,"A

0.8"
11804,"B

0.95"
11805,"A

0.8"
11806,"E

0.8"
11807,"E

0.9"
11808,"C

0.85"
11809,"B

0.9"
11810,"A

0.25"
11811,"E

0.8"
11812,"C

0.8"
11813,"C

0.9"
11814,"B

0.8"
11815,"E

0.9"
11816,"B

0.8"
11817,"D

0.9"
11818,"A

0.8"
11819,"E

0.8"
11820,"A

0.95"
11821,"B

0.9"
11822,"A

0.9"
11823,"B

0.8"
11824,"A

0.2"
11825,"C

0.8"
11826,"A

0.4"
11827,"A

0.9"
11828,"A

0.8"
11829,"E

0.99"
11830,"D

0.9"
11831,"D

0.95"
11832,"A

0.8"
11833,"C

0.9"
11834,"D

0.9"
11835,"D
0.8"
11836,"E

0.8"
11837,"D

0.9"
11838,"B

0.8"
11839,"B

0.8"
11840,"A

0.7"
11841,"E

0.8"
11842,"C

0.7"
11843,"C

0.8"
11844,"C

0.2"
11845,"E

0.2"
11846,"D

0.9"
11847,"E

0.8"
11848,"C

0.8"
11849,"C

0.8"
11850,"C

0.8"
11851,"D

0.9"
11852,"C

0.75"
11853,"B

0.8"
11854,"A

0.4"
11855,"A

Probability: 0.9"
11856,"E

0.9"
11857,"A

0.9"
11858,"A

0.8"
11859,"E

0.8"
11860,"A

0.8"
11861,"E

0.95"
11862,"E

0.9"
11863,"B

0.9"
11864,"B

0.2"
11865,"C

0.8"
11866,"C

0.9"
11867,"B

0.9"
11868,"A

0.9"
11869,"A

0.8"
11870,"C

0.72"
11871,"A

0.9"
11872,"E

0.8"
11873,"C

0.7"
11874,"C

0.9"
11875,"C

0.4"
11876,"A

0.4"
11877,"D

0.8"
11878,"E

0.8"
11879,"D

0.8"
11880,"E

0.9"
11881,"B

0.85"
11882,"C

0.7"
11883,"E

0.8"
11884,"C

0.85"
11885,"A

0.8"
11886,"A
0.2"
11887,"A

0.8"
11888,"A

0.95"
11889,"C

0.99"
11890,"A

0.8"
11891,"B

0.9"
11892,"C
0.4"
11893,"D

0.95"
11894,"C
0.9"
11895,"A

0.8"
11896,"D

0.2"
11897,"B

0.7"
11898,"E

0.8"
11899,"E

0.85"
11900,"B

0.8"
11901,"B

0.85"
11902,"A

0.9"
11903,"A
0.9"
11904,"C
0.7"
11905,"C

0.4"
11906,"D

0.85"
11907,"C

0.8"
11908,"A

0.8"
11909,E: 0.9
11910,"C

0.85"
11911,"C

0.05"
11912,"B

0.8"
11913,"E

0.9"
11914,"D

0.9"
11915,"D

0.9"
11916,"E

0.99"
11917,"C

0.9"
11918,"E

0.9"
11919,"E

0.8"
11920,"E

0.8"
11921,"B

0.8"
11922,"D

0.9"
11923,"E

0.95"
11924,"A

0.8"
11925,"A

0.8"
11926,"B

0.8"
11927,"E

0.9"
11928,"E, 0"
11929,"A

0.8"
11930,"E

0.8"
11931,"E

0.8"
11932,"A

0.9"
11933,"C

0.7"
11934,"D

0.2"
11935,"E

0.9"
11936,"C
0.8"
11937,"B

0.9"
11938,"B

0.7"
11939,"C
0.9"
11940,"C

0.8"
11941,"B

0.8"
11942,"A

0.8"
11943,"B

0.5"
11944,"D
0.85"
11945,"B

0.9"
11946,"D

0.75"
11947,"B

0.8"
11948,"B

0.8"
11949,"A

0.8"
11950,"B

0.4"
11951,"C

0.7"
11952,"D

0.9"
11953,"D

0.8"
11954,"D

0.9"
11955,"A

0.95"
11956,"A

0.8"
11957,"A

0.8"
11958,"D

0.8"
11959,"E

0.8"
11960,"D

0.8"
11961,"A

0.2"
11962,"C
0.8"
11963,"A

0.8"
11964,"A

0.9"
11965,"C

0.8"
11966,"C

0.8"
11967,"A

0.85"
11968,"A

0.05"
11969,"C

0.8"
11970,"A

0.8"
11971,"C

0.8"
11972,"A

0.8"
11973,"A

0.85"
11974,"C

0.4"
11975,"A

0.9"
11976,"D
0.8"
11977,"B

0.75"
11978,"B

0.7"
11979,"A

0.9"
11980,"B

0.9"
11981,"D

0.8"
11982,"C

0.8"
11983,"A

0.9"
11984,"D

0.999"
11985,"D

0.8"
11986,"D

0.8"
11987,"A

0.8"
11988,"D

0.8"
11989,"B

0.8"
11990,"A

0.8"
11991,"C

0.9"
11992,"A
0.8"
11993,"C

0.8"
11994,"C
0.85"
11995,"C
0.25"
11996,"B

0.85"
11997,"E

0.9"
11998,"D

0.8"
11999,"A

0.8"
12000,"C

0.2"
12001,"C
0.9"
12002,"B

0.8"
12003,"C

0.75"
12004,"C

0.95"
12005,"E

0.8"
12006,"C

0.8"
12007,"B

0.9"
12008,"E

0.8"
12009,"A

0.8"
12010,"C

0.8"
12011,"A

0.8"
12012,"B

0.9"
12013,"C
0.2"
12014,"A

0.8"
12015,"C

0.8"
12016,"C

0.8"
12017,"C

0.8"
12018,"A

0.9"
12019,"D

0.9"
12020,"A

0.9"
12021,"D

0.4"
12022,"C

0.8"
12023,"C

0.7"
12024,"A

0.4"
12025,"A

0.9"
12026,"A

0.8"
12027,"A

0.8"
12028,"B

0.4"
12029,"C

0.8"
12030,"E

0.8"
12031,"B

0.7"
12032,"E

0.9"
12033,"C

0.95"
12034,"B

0.8"
12035,"E

0.9"
12036,"B

0.85"
12037,"C

0.8"
12038,"C

0.8"
12039,"B

0.85"
12040,"C

0.8"
12041,"C

0.7"
12042,"E

0.8"
12043,"E

0.9"
12044,"B

0.2"
12045,"C

0.9"
12046,"E

0.8"
12047,"C

0.8"
12048,"A

0.95"
12049,"E

0.8"
12050,"D

0.8"
12051,"C

0.95"
12052,"E

0.8"
12053,"B

0.8"
12054,"D

0.8"
12055,"A

0.8"
12056,"C
0.99"
12057,"C

0.8"
12058,"C

0.9"
12059,"A
0.8"
12060,"A

0.9"
12061,"C

0.95"
12062,"A

0.9"
12063,"C
0.8"
12064,"C

0.8"
12065,"A

0.85"
12066,"A

0.8"
12067,"E

0.8"
12068,"D

0.8"
12069,"C

0.4"
12070,"C

0.9"
12071,"B

0.8"
12072,"D

0.8"
12073,"A
0.9"
12074,"A

0.8"
12075,"E

0.9"
12076,"B

0.8"
12077,"C

0.9"
12078,"B

0.8"
12079,"E

0.8"
12080,"E

0.8"
12081,"A

Probability: 0.9"
12082,"A

0.85"
12083,"A

0.2"
12084,E: 0.2
12085,"C

0.05"
12086,"B

0.9"
12087,"B

0.9"
12088,"E

0.8"
12089,"C

0.8"
12090,"A

0.8"
12091,"B

0.8"
12092,"C

0.25"
12093,"C
0.5"
12094,"D
0.8"
12095,"D

0.8"
12096,"A

0.95"
12097,"E

0.8"
12098,"B

0.85"
12099,"C

0.4"
12100,"B

0.9"
12101,"C

0.8"
12102,"D

0.85"
12103,"C

0.9"
12104,"B

0.8"
12105,"B

0.9"
12106,"D

0.8"
12107,"B

0.2"
12108,"D

0.7"
12109,"C

0.9"
12110,"D

0.9"
12111,"E

0.8"
12112,"C

0.2"
12113,"E

0.4"
12114,"A

0.8"
12115,"A

0.85"
12116,"A

0.5"
12117,"A

0.8"
12118,"C

0.8"
12119,"B

0.4"
12120,"C

0.9"
12121,"B

0.9"
12122,"E

0.95"
12123,"D

0.4"
12124,"E

0.8"
12125,"E

0.4"
12126,"C

0.8"
12127,"A

0.9"
12128,"E

0.9"
12129,"B

0.8"
12130,"C

0.8"
12131,"A

0.2"
12132,"E

0.9"
12133,"C
0.9"
12134,"A

0.8"
12135,"B

0.8"
12136,"B

0.9"
12137,"C

0.95"
12138,"D

0.8"
12139,"C

0.7"
12140,"C

0.85"
12141,"B

0.9"
12142,"C

0.9"
12143,"A

0.8"
12144,"A

0.9"
12145,"C

0.05"
12146,"C

0.7"
12147,"D

0.9"
12148,"C

0.7"
12149,"A

0.8"
12150,"A

0.8"
12151,"A

0.95"
12152,"B

0.8"
12153,"C
0.7"
12154,"C

0.8"
12155,"D

0.9"
12156,"A

0.7"
12157,"C

0.9"
12158,"A

0.8"
12159,"E

0.9"
12160,"C

0.2"
12161,"A

0.8"
12162,"E

0.95"
12163,"E

0.9"
12164,"B

0.8"
12165,"E

0.8"
12166,"D

0.25"
12167,"A

0.8"
12168,"D

0.9"
12169,"A

0.7"
12170,"D

0.95"
12171,"C

0.4"
12172,"E

0.8"
12173,"C

0.8"
12174,"D

0.8"
12175,"D

0.85"
12176,"D

0.9"
12177,"A

0.8"
12178,"B

0.2"
12179,"D

0.9"
12180,"A

0.4"
12181,"C

0.8"
12182,"A

0.4"
12183,"C

0.7"
12184,"B

0.7"
12185,E: 0.2
12186,"D

0.95"
12187,"B

0.8"
12188,"B

0.9"
12189,"A

0.8"
12190,"A

0.9"
12191,"C
0.75"
12192,"D

0.8"
12193,"D

0.85"
12194,"E

0.9"
12195,"A

0.8"
12196,"D

0.7"
12197,"C

0.8"
12198,"A

0.9"
12199,"D

0.4"
12200,"A

0.8"
12201,"E

0.8"
12202,"E

0.8"
12203,"E

0.9"
12204,"B

0.9"
12205,"C

0.8"
12206,"E

0.8"
12207,"B

0.7"
12208,"E

0.8"
12209,"A

Probability: 0.8"
12210,"C

0.9"
12211,"A

0.9"
12212,"A

0.9"
12213,"D

0.8"
12214,"A

Probability: 0.5"
12215,"B

0.9"
12216,"C

0.9"
12217,"D

0.25"
12218,"A

0.7"
12219,"A

0.85"
12220,"A

0.8"
12221,"C

0.8"
12222,"D

0.9"
12223,"C

0.8"
12224,"B

0.85"
12225,"D

0.8"
12226,"D

0.7"
12227,"E

0.8"
12228,"A

0.9"
12229,"C

0.2"
12230,"C

0.8"
12231,"D

0.8"
12232,"D

0.9"
12233,"D

0.8"
12234,"C

0.7"
12235,"C

0.8"
12236,"E

0.9"
12237,"E

0.9"
12238,"A

0.8"
12239,"D

0.8"
12240,"A

0.01"
12241,"A

0.8"
12242,"C

0.8"
12243,"A

0.8"
12244,"A

0.8"
12245,"B

0.95"
12246,"C

0.8"
12247,"B

0.8"
12248,"B

0.8"
12249,"E

0.8"
12250,"A

0.8"
12251,"A
0.05"
12252,"B

0.5"
12253,"C

0.85"
12254,"E

0.9"
12255,"B

0.95"
12256,"B

0.9"
12257,"A

0.8"
12258,"E

0.9"
12259,"D

0.8"
12260,"C

0.05"
12261,"A

0.8"
12262,"D

0.8"
12263,"B

0.8"
12264,"C

0.8"
12265,"E

0.8"
12266,"C

0.9"
12267,"D
0.8"
12268,"C

0.95"
12269,"D

0.9"
12270,"B

0.9"
12271,"A

0.8"
12272,"C

0.8"
12273,"A

0.9"
12274,"D

0.8"
12275,"C
0.2"
12276,"E

0.8"
12277,"D

0.4"
12278,"B

0.8"
12279,"D

0.9"
12280,"E

0.8"
12281,"C

0.9"
12282,"C

0.8"
12283,"D

0.8"
12284,"E

0.9"
12285,"A

0.9"
12286,"E

0.9"
12287,"E

0.01"
12288,"B

0.9"
12289,"D

0.4"
12290,"A

0.8"
12291,"C

0.75"
12292,"B

0.8"
12293,"A

0.8"
12294,"C

0.9"
12295,"E

0.8"
12296,"A

0.4"
12297,"A

0.2"
12298,"D

0.9"
12299,"B

0.8"
12300,"C

0.7"
12301,"C

0.85"
12302,"D

0.8"
12303,"A

0.8"
12304,"B

0.8"
12305,"B

0.85"
12306,"B

0.8"
12307,"A

0.95"
12308,"D

0.8"
12309,"C

0.7"
12310,"A

0.8"
12311,"A

0.05"
12312,"A

0.8"
12313,"D

0.8"
12314,"C

0.85"
12315,"E

0.8"
12316,"C

0.8"
12317,"B

0.7"
12318,"C

0.8"
12319,"C

0.2"
12320,"B

0.2"
12321,"C
0.75"
12322,"A

0.9"
12323,"C
0.05"
12324,"B

0.9"
12325,"B

0.9"
12326,"B

0.8"
12327,"C

0.7"
12328,"A

0.8"
12329,"B

0.8"
12330,"B

0.7"
12331,"A

0.8"
12332,"A

0.95"
12333,"C

0.8"
12334,"B

0.7"
12335,"A

0.8"
12336,"A

0.8"
12337,"D

0.05"
12338,"B

0.4"
12339,"C
0.8"
12340,"C

0.8"
12341,"B

0.7"
12342,"A

0.8"
12343,"C

0.85"
12344,"B

0.9"
12345,"B

0.8"
12346,"E

0.8"
12347,"C

0.9"
12348,"C

0.8"
12349,"A

0.9"
12350,"C

0.8"
12351,"A

0.9"
12352,"E

0.8"
12353,"D

0.9"
12354,"C

0.8"
12355,"C

0.8"
12356,"E

0.8"
12357,"B

0.8"
12358,"C

0.8"
12359,"B

0.7"
12360,"D

0.2"
12361,"A

0.8"
12362,"C

0.8"
12363,"C

0.9"
12364,"C

0.25"
12365,"C

0.8"
12366,"C

0.8"
12367,"E

0.6"
12368,"C

0.8"
12369,"E

0.8"
12370,"D

0.9"
12371,"B

0.4"
12372,"C

0.7"
12373,"C

0.85"
12374,"D

0.9"
12375,"A

0.7"
12376,"B

0.9"
12377,"B

0.7"
12378,"B

0.2"
12379,"A
0.2"
12380,"E

0.8"
12381,"A

0.95"
12382,"E

0.6"
12383,"A

Probability: 0.8"
12384,"A

0.8"
12385,"E

0.95"
12386,"C

0.8"
12387,"A

0.2"
12388,"C

0.8"
12389,"C

0.9"
12390,"D

0.95"
12391,"C

0.4"
12392,"A
0.9"
12393,"B

0.85

('B', 0.85)"
12394,"B

0.8"
12395,"E

0.9"
12396,"B

0.4"
12397,"A

0.7"
12398,"A

0.9"
12399,"B

0.8"
12400,"A

0.8"
12401,"B

0.8"
12402,"C

0.9"
12403,"A

0.8"
12404,"C

0.8"
12405,"C

0.8"
12406,"C

0.8"
12407,"A

0.8"
12408,"B

0.8"
12409,"B

0.7"
12410,"C

0.2"
12411,"C

0.8"
12412,"D

0.8"
12413,"B

0.9"
12414,"A

0.2"
12415,"A
0.8"
12416,"E

0.95"
12417,"D

0.95"
12418,"E

0.4"
12419,"C

0.8"
12420,"C

0.8"
12421,"C

0.9"
12422,"E

0.2"
12423,"D

0.7"
12424,"A

0.8"
12425,"B

0.9"
12426,"B

0.75"
12427,"A

0.9"
12428,"C
0.8"
12429,"D

0.9"
12430,"A

0.9"
12431,"C

0.9"
12432,"A

0.95"
12433,"A

0.05"
12434,"A

0.8"
12435,"C
0.2"
12436,"A

0.2"
12437,"C

0.9"
12438,"D

0.7"
12439,"D

0.9"
12440,"B

0.2"
12441,"A

0.8"
12442,"A

0.8"
12443,"D

0.75"
12444,"A

0.2"
12445,"D

0.9"
12446,"C
0.2"
12447,"B

0.8"
12448,"C

0.8"
12449,"A

0.8"
12450,"C

0.2"
12451,"A

0.8"
12452,"E

0.2

('E', 0.2)"
12453,E: 0.8
12454,"D

0.9"
12455,"A

0.8"
12456,"E

0.5

( E, 0.5 )"
12457,"D
0.9"
12458,"A

0.2"
12459,"A

0.8"
12460,"A

0.9"
12461,"B

0.9"
12462,"B

0.9"
12463,"A

0.9"
12464,E: 0.5
12465,"C

0.9"
12466,"D

0.9"
12467,"C

0.8"
12468,"A

0.2"
12469,"E

0.8"
12470,"C

0.8"
12471,"D

0.9"
12472,"B

0.9"
12473,"E

0.7"
12474,"B

0.8"
12475,"B

0.8"
12476,"C

0.9"
12477,"E

0.9"
12478,"E

0.8"
12479,"D

0.2"
12480,"A

0.9"
12481,"E

0.7"
12482,"A

0.5"
12483,"A

0.95"
12484,"A

0.85"
12485,"A

0.8"
12486,"C

0.95"
12487,"D

0.9"
12488,"B

0.8"
12489,"E

0.95"
12490,"A

0.8"
12491,"B

0.2"
12492,"A

0.8"
12493,"B

0.8"
12494,"C
0.8"
12495,"B

0.8"
12496,"D

0.9"
12497,"C

0.8"
12498,"D

0.9"
12499,"E

0.99"
12500,"C

0.9"
12501,"B

0.7"
12502,"E

0.9"
12503,"A

0.9"
12504,"C

0.8"
12505,"E

0.8"
12506,"C

0.8"
12507,"B

0.9"
12508,"D

0.9"
12509,"D

0.9"
12510,"E

0.9"
12511,"C

0.85"
12512,"B

0.2"
12513,"B

0.7"
12514,"B

0.5"
12515,"D

0.8"
12516,"C

0.8"
12517,"C

0.8"
12518,"D

0.9"
12519,E: 0.8
12520,"B

0.7"
12521,"A

0.8"
12522,"C

0.7"
12523,E: 0.9
12524,"D

0.8"
12525,"B

0.7"
12526,"B

0.9"
12527,"A

0.85"
12528,"D

0.9"
12529,"A

0.7"
12530,"A

0.8"
12531,"A

0.8"
12532,"C

0.2"
12533,"A

0.8"
12534,"E

0.8"
12535,"A

0.8"
12536,"D

0.8"
12537,"A

0.85"
12538,"B

0.9"
12539,"D

0.95"
12540,"D

0.8"
12541,"C

0.01"
12542,"A

0.8"
12543,"C

0.8"
12544,"C

0.95"
12545,"A

0.9"
12546,"E

0.9"
12547,"D

0.9"
12548,"A

0.9"
12549,"B

0.8"
12550,"B

0.8"
12551,"C

0.7"
12552,"C

0.8"
12553,"B

0.7"
12554,"E

0.8"
12555,"C
0.75"
12556,"A

0.4"
12557,"D
0.95"
12558,"B

0.8"
12559,"B

0.85"
12560,"E

0.8"
12561,"C

0.8"
12562,"A

0.9"
12563,"B

0.5"
12564,"A

0.8"
12565,"B

0.9"
12566,"E

0.9"
12567,"A

0.8"
12568,"E

0.9"
12569,"C

0.95"
12570,"E

0.95"
12571,"A

0.8"
12572,"A

0.7"
12573,"B

0.8"
12574,"A

0.8"
12575,"A

0.8"
12576,"C

0.85"
12577,"C

0.8"
12578,"A

0.8"
12579,"D

0.95"
12580,"A

0.4"
12581,"B

0.7"
12582,"C

0.95"
12583,"E

0.95"
12584,"C

0.75"
12585,"A

0.9"
12586,"C

0.8"
12587,"E

0.95"
12588,"E

0.9"
12589,"C
0.8"
12590,"B

0.8"
12591,"D

0.8"
12592,"C

0.9"
12593,"B

0.4"
12594,"C

0.9"
12595,"B

0.2"
12596,"B

0.95"
12597,"C

0.8"
12598,"A

0.8"
12599,"A

0.8"
12600,"C

0.85"
12601,"C
0.75"
12602,"B

0.85"
12603,"A

0.8"
12604,"B

0.95"
12605,"C

0.95"
12606,"C
0.7"
12607,"E

0.9"
12608,"D

0.8"
12609,"B

0.8"
12610,"B

0.8"
12611,"A

0.7"
12612,"C

0.9"
12613,"C

0.8"
12614,"B

0.9"
12615,"D

0.8"
12616,"A

0.05"
12617,"C

0.2"
12618,"D

0.8"
12619,"E

0.8"
12620,"C

0.8"
12621,"D

0.8"
12622,"B

0.8"
12623,"A

0.9"
12624,"C

0.9"
12625,"B

0.8"
12626,"D

0.8"
12627,"A

Probability: 0.8"
12628,"B

0.9"
12629,"D

0.9"
12630,"D

0.85"
12631,"A

0.95"
